:START_ID,:END_ID,:TYPE,chunk
32,152,属于,20
22,152,属于,20
231,153,触发,20
200,58,水位为,20
200,60,水位为,20
227,200,位于,20
88,21,水位为,23
88,2,流量为,23
87,101,威胁,23
87,72,分洪至,23
147,7,水位为,24
77,147,属于,24
191,5,流量为,24
115,235,属于,24
138,106,位于,24
190,169,参与,24
132,209,负责,24
226,214,属于,31
126,214,属于,26
105,52,位于,27
131,178,连接,27
143,178,连接,27
131,249,连接,27
143,249,连接,27
131,97,引蓄,26
143,97,引蓄,26
67,228,位于,26
67,52,分洪,26
228,105,泄洪,26
228,34,阈值为,26
228,169,用于,27
131,97,连接,27
143,97,连接,27
67,230,位于,27
107,105,位于,27
221,220,位于,27
219,222,位于,27
219,125,用于,27
207,94,位于,27
110,105,位于,27
110,76,用于,27
108,172,发生,28
207,40,水位为,30
207,118,威胁,30
165,170,具有,28
200,214,位于,30
201,48,水位为,30
194,142,用于,30
109,172,发生,30
165,170,具备,30
244,183,位于,30
244,142,连接,31
71,37,水位为,30
244,52,连接,31
71,156,监测,31
244,182,位于,31
127,80,位于,31
75,173,属于,31
127,208,用于,32
75,181,用于,32
172,197,位于,32
172,166,超过,32
197,166,具有,32
127,79,位于,32
127,199,减轻,32
159,127,分洪至,32
93,141,用于,32
198,141,用于,32
172,198,位于,32
109,59,遇,32
193,177,引至,33
193,251,引至,33
193,104,引至,33
109,59,遭遇,33
109,193,通过,33
81,59,遭遇,33
119,176,引至,33
200,201,包含,33
156,201,位于,33
232,136,用于,33
232,202,位于,33
174,52,提出,36
174,100,报,36
100,52,决定,42
206,52,下达,36
134,52,负责,36
163,52,负责,36
246,52,负责,36
174,142,提出,36
100,142,决定,36
206,142,下达,36
134,142,负责,36
163,142,负责,42
174,52,提意见,37
174,142,提意见,37
174,226,提意见,37
100,54,决定,37
206,134,发指令,37
206,163,发指令,37
52,225,涉及,40
142,225,涉及,40
226,225,涉及,40
174,225,建议,39
100,225,决定,40
206,225,管理,39
134,225,负责,40
163,225,负责,40
246,225,负责,40
204,247,负责,39
203,247,实施,39
247,205,备案,39
157,233,用于,39
174,224,提出,40
206,140,下达,40
91,184,属于,40
70,91,位于,40
70,35,水位为,40
52,174,建议,42
52,100,决策,41
142,174,建议,42
142,100,决策,41
226,174,建议,42
226,100,决策,41
206,100,依据,41
206,134,指令,41
52,100,报,42
206,133,下达,42
206,163,下达,42
206,246,下达,42
133,52,负责,42
246,226,负责,42
184,185,包含,42
185,215,设有,42
215,28,流量,42
130,69,属于,42
167,100,调度,42
184,91,包含,42
91,70,设有,42
91,252,设有,42
184,92,包含,42
92,90,设有,42
242,124,位于,
242,14,标准为,
109,124,位于,
197,164,位于,
163,164,位于,
46,199,反映,
165,184,属于,
129,92,位于,
165,252,流经,
165,164,位于,
129,208,用于,
165,199,缓解,
124,164,位于,
162,208,用于,
144,164,属于,
240,2,小于,
240,241,小于,
240,6,小于,
240,239,小于,
2,241,小于,
2,6,小于,
2,239,小于,
15,236,针对_VIA_大清河水系,
113,166,经历_VIA_洪水,
113,197,经历_VIA_洪水,
113,198,经历_VIA_洪水,
113,235,包含_VIA_大型水库,
111,155,形成_VIA_防洪工程体系,
186,214,汇入_VIA_白洋淀,
186,235,汇入_VIA_白洋淀,
186,58,汇入_VIA_白洋淀,
186,60,汇入_VIA_白洋淀,
186,114,汇入_VIA_白洋淀,
186,201,汇入_VIA_白洋淀,
186,26,流经_VIA_北郭村,
186,13,流经_VIA_陈村,
186,10,流经_VIA_东绪口,
129,14,属于_VIA_新唐河,
129,2,属于_VIA_新唐河,
95,14,属于_VIA_新唐河,
95,19,属于_VIA_新唐河,
95,2,属于_VIA_新唐河,
242,13,位于_VIA_陈村,
64,39,位于_VIA_沙河,
64,17,位于_VIA_沙河,
162,39,属于_VIA_沙河,
162,17,属于_VIA_沙河,
161,39,属于_VIA_沙河,
161,17,属于_VIA_沙河,
248,14,位于_VIA_新唐河,
248,19,位于_VIA_新唐河,
248,2,位于_VIA_新唐河,
147,180,经过_VIA_新盖房枢纽,
147,77,经过_VIA_新盖房枢纽,
147,31,经过_VIA_新盖房枢纽,
147,196,经过_VIA_新盖房枢纽,
147,210,经过_VIA_新盖房枢纽,
147,100,汇入_VIA_东淀,
147,214,汇入_VIA_东淀,
147,40,汇入_VIA_东淀,
147,225,汇入_VIA_东淀,
147,174,汇入_VIA_东淀,
147,4,汇入_VIA_东淀,
147,30,汇入_VIA_东淀,
147,85,汇入_VIA_东淀,
147,53,汇入_VIA_东淀,
152,33,包含_VIA_25,
152,34,包含_VIA_4,
152,179,包含_VIA_赵北口溢流堰,
152,43,包含_VIA_赵北口溢流堰,
152,200,包含_VIA_赵北口溢流堰,
152,168,包含_VIA_枣林庄泄量,
152,34,包含_VIA_枣林庄泄量,
32,22,属于_VIA_枣林庄枢纽,
32,29,属于_VIA_枣林庄枢纽,
32,227,属于_VIA_枣林庄枢纽,
32,153,属于_VIA_枣林庄枢纽,
32,212,属于_VIA_枣林庄枢纽,
22,29,属于_VIA_枣林庄枢纽,
22,32,属于_VIA_枣林庄枢纽,
22,227,属于_VIA_枣林庄枢纽,
22,153,属于_VIA_枣林庄枢纽,
22,212,属于_VIA_枣林庄枢纽,
227,214,INDIRECTLY_位于,
227,235,位于_VIA_白洋淀,
227,58,位于_VIA_白洋淀,
227,60,位于_VIA_白洋淀,
227,114,INDIRECTLY_位于,
227,201,位于_VIA_白洋淀,
148,8,包含_VIA_溢流堰,
148,23,包含_VIA_溢流堰,
148,147,包含_VIA_分洪闸,
148,8,包含_VIA_分洪闸,
148,38,包含_VIA_分洪闸,
77,148,属于_VIA_新盖房分洪道,
77,149,属于_VIA_新盖房分洪道,
77,52,属于_VIA_新盖房分洪道,
77,82,属于_VIA_新盖房分洪道,
77,7,属于_VIA_新盖房分洪道,
194,100,用于_VIA_文安洼,
194,214,用于_VIA_文安洼,
194,225,用于_VIA_文安洼,
194,174,用于_VIA_文安洼,
194,120,用于_VIA_文安洼,
194,37,用于_VIA_文安洼,
194,211,用于_VIA_文安洼,
194,85,用于_VIA_文安洼,
52,142,报_VIA_国家防汛抗旱总指挥部,
52,54,报_VIA_国家防汛抗旱总指挥部,
52,142,建议_VIA_海河防总,
52,226,建议_VIA_海河防总,
52,224,建议_VIA_海河防总,
52,121,南接_VIA_千里堤,
52,200,南接_VIA_千里堤,
112,100,汇入_VIA_东淀,
112,214,汇入_VIA_东淀,
112,40,汇入_VIA_东淀,
112,225,汇入_VIA_东淀,
112,174,汇入_VIA_东淀,
112,4,汇入_VIA_东淀,
112,30,汇入_VIA_东淀,
112,85,汇入_VIA_东淀,
112,53,汇入_VIA_东淀,
112,100,承接_VIA_文安洼,
112,214,承接_VIA_文安洼,
112,225,承接_VIA_文安洼,
112,174,承接_VIA_文安洼,
112,120,承接_VIA_文安洼,
112,37,承接_VIA_文安洼,
112,211,承接_VIA_文安洼,
112,85,承接_VIA_文安洼,
142,52,决策_VIA_国家防汛抗旱总指挥部,
142,54,决策_VIA_国家防汛抗旱总指挥部,
142,226,建议_VIA_海河防总,
142,52,建议_VIA_海河防总,
142,224,建议_VIA_海河防总,
142,121,北靠_VIA_千里堤,
142,200,北靠_VIA_千里堤,
200,42,包含_VIA_白洋淀十方院,
200,48,包含_VIA_白洋淀十方院,
200,41,包含_VIA_白洋淀十方院,
85,214,INDIRECTLY_位于,
85,235,位于_VIA_白洋淀,
85,58,位于_VIA_白洋淀,
85,60,位于_VIA_白洋淀,
85,114,INDIRECTLY_位于,
85,201,位于_VIA_白洋淀,
146,214,INDIRECTLY_位于,
146,235,位于_VIA_白洋淀,
146,58,位于_VIA_白洋淀,
146,60,位于_VIA_白洋淀,
146,114,INDIRECTLY_位于,
146,201,位于_VIA_白洋淀,
245,214,INDIRECTLY_位于,
245,235,位于_VIA_白洋淀,
245,58,位于_VIA_白洋淀,
245,60,位于_VIA_白洋淀,
245,114,INDIRECTLY_位于,
245,201,位于_VIA_白洋淀,
98,214,INDIRECTLY_位于,
98,235,位于_VIA_白洋淀,
98,58,位于_VIA_白洋淀,
98,60,位于_VIA_白洋淀,
98,114,INDIRECTLY_位于,
98,201,位于_VIA_白洋淀,
175,214,INDIRECTLY_位于,
175,235,位于_VIA_白洋淀,
175,58,位于_VIA_白洋淀,
175,60,位于_VIA_白洋淀,
175,114,INDIRECTLY_位于,
175,201,位于_VIA_白洋淀,
105,193,包含_VIA_大清河南支,
105,18,包含_VIA_大清河南支,
105,51,INDIRECTLY_包含,
105,49,INDIRECTLY_包含,
105,200,包含_VIA_大清河南支,
105,59,包含_VIA_大清河南支,
105,50,INDIRECTLY_包含,
105,172,包含_VIA_大清河南支,
105,100,位于_VIA_东淀,
105,214,位于_VIA_东淀,
105,40,位于_VIA_东淀,
105,225,位于_VIA_东淀,
105,174,位于_VIA_东淀,
105,4,位于_VIA_东淀,
105,30,位于_VIA_东淀,
105,85,位于_VIA_东淀,
105,53,位于_VIA_东淀,
109,251,通过_VIA_王大引水线路,
109,104,通过_VIA_王大引水线路,
109,177,通过_VIA_王大引水线路,
109,214,设有_VIA_白洋淀,
109,235,设有_VIA_白洋淀,
109,58,设有_VIA_白洋淀,
109,60,设有_VIA_白洋淀,
109,114,设有_VIA_白洋淀,
109,201,设有_VIA_白洋淀,
109,166,发生_VIA_洪水,
109,197,发生_VIA_洪水,
109,198,发生_VIA_洪水,
87,16,威胁_VIA_堤防,
223,52,保护_VIA_雄安新区防指,
223,225,保护_VIA_雄安新区防指,
223,226,保护_VIA_雄安新区防指,
57,200,属于_VIA_潴龙河,
57,74,属于_VIA_潴龙河,
57,84,属于_VIA_潴龙河,
57,237,属于_VIA_潴龙河,
57,55,属于_VIA_潴龙河,
213,238,INDIRECTLY_位于,
96,238,INDIRECTLY_位于,
228,44,流经_VIA_王村闸上,
228,45,流经_VIA_枣林庄闸下,
228,109,泄洪_VIA_大清河,
228,52,泄洪_VIA_大清河,
67,100,分洪_VIA_东淀,
67,214,分洪_VIA_东淀,
67,40,分洪_VIA_东淀,
67,225,分洪_VIA_东淀,
67,174,分洪_VIA_东淀,
67,4,分洪_VIA_东淀,
67,30,分洪_VIA_东淀,
67,85,分洪_VIA_东淀,
67,53,分洪_VIA_东淀,
67,195,位于_VIA_赵王新河,
67,154,位于_VIA_赵王新河,
67,34,位于_VIA_赵王新河,
67,105,位于_VIA_赵王新河,
67,169,位于_VIA_赵王新河,
229,52,位于_VIA_任庄子堤捻,
229,76,位于_VIA_任庄子堤捻,
229,230,INDIRECTLY_位于,
229,228,INDIRECTLY_位于,
201,214,属于_VIA_白洋淀,
201,235,INDIRECTLY_属于,
201,58,属于_VIA_白洋淀,
201,60,属于_VIA_白洋淀,
201,114,属于_VIA_白洋淀,
231,168,触发_VIA_枣林庄泄量,
231,34,触发_VIA_枣林庄泄量,
226,142,建议_VIA_海河防总,
226,52,建议_VIA_海河防总,
226,224,建议_VIA_海河防总,
226,52,决策_VIA_国家防汛抗旱总指挥部,
226,142,决策_VIA_国家防汛抗旱总指挥部,
226,54,决策_VIA_国家防汛抗旱总指挥部,
107,109,位于_VIA_大清河,
107,52,INDIRECTLY_位于,
110,109,位于_VIA_大清河,
110,52,INDIRECTLY_位于,
108,166,发生_VIA_洪水,
108,197,发生_VIA_洪水,
108,198,发生_VIA_洪水,
244,100,连接_VIA_文安洼,
244,214,连接_VIA_文安洼,
244,225,连接_VIA_文安洼,
244,174,连接_VIA_文安洼,
244,120,连接_VIA_文安洼,
244,37,连接_VIA_文安洼,
244,211,连接_VIA_文安洼,
244,85,连接_VIA_文安洼,
244,100,连接_VIA_东淀,
244,214,连接_VIA_东淀,
244,40,连接_VIA_东淀,
244,225,连接_VIA_东淀,
244,174,连接_VIA_东淀,
244,4,连接_VIA_东淀,
244,30,连接_VIA_东淀,
244,85,连接_VIA_东淀,
244,53,连接_VIA_东淀,
71,201,监测_VIA_水位,
172,56,位于_VIA_白沟河,
172,141,位于_VIA_白沟河左堤,
159,199,分洪至_VIA_小清河分洪区,
159,164,分洪至_VIA_小清河分洪区,
159,208,分洪至_VIA_小清河分洪区,
159,80,分洪至_VIA_小清河分洪区,
159,79,分洪至_VIA_小清河分洪区,
159,78,分洪至_VIA_小清河分洪区,
156,42,位于_VIA_白洋淀十方院,
156,48,位于_VIA_白洋淀十方院,
156,41,位于_VIA_白洋淀十方院,
156,200,位于_VIA_白洋淀十方院,
174,54,报_VIA_国家防汛抗旱总指挥部,
174,214,提意见_VIA_文安洼,
174,120,提意见_VIA_文安洼,
174,37,提意见_VIA_文安洼,
174,211,提意见_VIA_文安洼,
174,85,提意见_VIA_文安洼,
174,214,提意见_VIA_贾口洼,
174,214,提意见_VIA_东淀,
174,40,提意见_VIA_东淀,
174,4,提意见_VIA_东淀,
174,30,提意见_VIA_东淀,
174,85,提意见_VIA_东淀,
174,53,提意见_VIA_东淀,
100,214,决定_VIA_东淀,
100,40,决定_VIA_东淀,
100,174,决定_VIA_东淀,
100,4,决定_VIA_东淀,
100,30,决定_VIA_东淀,
100,85,决定_VIA_东淀,
100,53,决定_VIA_东淀,
100,214,决定_VIA_文安洼,
100,174,决定_VIA_文安洼,
100,120,决定_VIA_文安洼,
100,37,决定_VIA_文安洼,
100,211,决定_VIA_文安洼,
100,85,决定_VIA_文安洼,
206,54,依据_VIA_国家防汛抗旱总指挥部,
206,214,下达_VIA_文安洼,
206,174,下达_VIA_文安洼,
206,120,下达_VIA_文安洼,
206,37,下达_VIA_文安洼,
206,211,下达_VIA_文安洼,
206,85,下达_VIA_文安洼,
206,226,下达_VIA_雄安新区防指,
206,214,下达_VIA_东淀,
206,40,下达_VIA_东淀,
206,174,下达_VIA_东淀,
206,4,下达_VIA_东淀,
206,30,下达_VIA_东淀,
206,85,下达_VIA_东淀,
206,53,下达_VIA_东淀,
134,100,负责_VIA_东淀,
134,214,负责_VIA_东淀,
134,40,负责_VIA_东淀,
134,174,负责_VIA_东淀,
134,4,负责_VIA_东淀,
134,30,负责_VIA_东淀,
134,85,负责_VIA_东淀,
134,53,负责_VIA_东淀,
134,100,负责_VIA_文安洼,
134,214,负责_VIA_文安洼,
134,174,负责_VIA_文安洼,
134,120,负责_VIA_文安洼,
134,37,负责_VIA_文安洼,
134,211,负责_VIA_文安洼,
134,85,负责_VIA_文安洼,
163,100,负责_VIA_东淀,
163,214,负责_VIA_东淀,
163,40,负责_VIA_东淀,
163,174,负责_VIA_东淀,
163,4,负责_VIA_东淀,
163,30,负责_VIA_东淀,
163,85,负责_VIA_东淀,
163,53,负责_VIA_东淀,
163,100,负责_VIA_文安洼,
163,214,负责_VIA_文安洼,
163,174,负责_VIA_文安洼,
163,120,负责_VIA_文安洼,
163,37,负责_VIA_文安洼,
163,211,负责_VIA_文安洼,
163,85,负责_VIA_文安洼,
246,100,负责_VIA_东淀,
246,214,负责_VIA_东淀,
246,40,负责_VIA_东淀,
246,174,负责_VIA_东淀,
246,4,负责_VIA_东淀,
246,30,负责_VIA_东淀,
246,85,负责_VIA_东淀,
246,53,负责_VIA_东淀,
246,174,负责_VIA_贾口洼,
246,100,负责_VIA_贾口洼,
246,214,负责_VIA_贾口洼,
204,205,负责_VIA_雨洪资源利用,
203,205,实施_VIA_雨洪资源利用,
91,185,属于_VIA_漳卫南运河,
91,92,属于_VIA_漳卫南运河,
91,35,设有_VIA_元村,
70,252,位于_VIA_卫河,
70,184,位于_VIA_卫河,
133,100,负责_VIA_东淀,
133,214,负责_VIA_东淀,
133,40,负责_VIA_东淀,
133,225,负责_VIA_东淀,
133,174,负责_VIA_东淀,
133,4,负责_VIA_东淀,
133,30,负责_VIA_东淀,
133,85,负责_VIA_东淀,
133,53,负责_VIA_东淀,
184,252,包含_VIA_卫河,
184,70,包含_VIA_卫河,
184,215,包含_VIA_漳河,
184,90,包含_VIA_卫运河,
185,28,设有_VIA_蔡小庄,
167,52,调度_VIA_国家防汛抗旱总指挥部,
167,142,调度_VIA_国家防汛抗旱总指挥部,
167,225,调度_VIA_国家防汛抗旱总指挥部,
167,54,调度_VIA_国家防汛抗旱总指挥部,
11,5,RELATED_TO,
11,9,RELATED_TO,
11,23,RELATED_TO,
11,31,RELATED_TO,
11,34,RELATED_TO,
11,240,RELATED_TO,
11,241,RELATED_TO,
11,43,RELATED_TO,
11,38,RELATED_TO,
11,2,RELATED_TO,
11,33,RELATED_TO,
11,29,RELATED_TO,
11,239,RELATED_TO,
11,24,RELATED_TO,
11,6,RELATED_TO,
110,95,IS_TYPE_OF,
130,95,IS_TYPE_OF,
161,95,IS_TYPE_OF,
199,197,IS_TYPE_OF,
198,197,IS_TYPE_OF,
5,9,RELATED_TO,
5,23,RELATED_TO,
5,31,RELATED_TO,
5,34,RELATED_TO,
5,240,RELATED_TO,
5,241,RELATED_TO,
5,43,RELATED_TO,
5,38,RELATED_TO,
5,2,RELATED_TO,
5,33,RELATED_TO,
5,29,RELATED_TO,
5,239,RELATED_TO,
5,24,RELATED_TO,
5,6,RELATED_TO,
220,165,IS_TYPE_OF,
9,23,RELATED_TO,
9,31,RELATED_TO,
9,34,RELATED_TO,
9,240,RELATED_TO,
9,241,RELATED_TO,
9,43,RELATED_TO,
9,38,RELATED_TO,
9,2,RELATED_TO,
9,33,RELATED_TO,
9,29,RELATED_TO,
9,239,RELATED_TO,
9,24,RELATED_TO,
9,6,RELATED_TO,
194,76,IS_TYPE_OF,
147,76,IS_TYPE_OF,
127,76,IS_TYPE_OF,
77,76,IS_TYPE_OF,
249,158,IS_TYPE_OF,
106,105,IS_TYPE_OF,
166,165,IS_TYPE_OF,
193,136,IS_TYPE_OF,
202,200,IS_TYPE_OF,
12,1,IS_TYPE_OF,
222,221,IS_TYPE_OF,
88,83,IS_TYPE_OF,
23,31,RELATED_TO,
23,34,RELATED_TO,
23,240,RELATED_TO,
23,241,RELATED_TO,
23,43,RELATED_TO,
23,38,RELATED_TO,
23,2,RELATED_TO,
23,33,RELATED_TO,
23,29,RELATED_TO,
23,239,RELATED_TO,
23,24,RELATED_TO,
23,6,RELATED_TO,
234,121,IS_TYPE_OF,
127,126,IS_TYPE_OF,
80,79,IS_TYPE_OF,
79,139,IS_TYPE_OF,
31,34,RELATED_TO,
31,240,RELATED_TO,
31,241,RELATED_TO,
31,43,RELATED_TO,
31,38,RELATED_TO,
31,2,RELATED_TO,
31,33,RELATED_TO,
31,29,RELATED_TO,
31,239,RELATED_TO,
31,24,RELATED_TO,
31,6,RELATED_TO,
87,139,IS_TYPE_OF,
88,87,IS_TYPE_OF,
34,240,RELATED_TO,
34,241,RELATED_TO,
34,43,RELATED_TO,
34,38,RELATED_TO,
34,2,RELATED_TO,
34,33,RELATED_TO,
34,29,RELATED_TO,
34,239,RELATED_TO,
34,24,RELATED_TO,
34,6,RELATED_TO,
227,180,IS_TYPE_OF,
3,1,IS_TYPE_OF,
191,190,IS_TYPE_OF,
240,241,RELATED_TO,
240,237,IS_TYPE_OF,
240,43,RELATED_TO,
240,38,RELATED_TO,
240,2,RELATED_TO,
240,33,RELATED_TO,
240,29,RELATED_TO,
240,1,IS_TYPE_OF,
240,239,RELATED_TO,
240,24,RELATED_TO,
240,6,RELATED_TO,
157,156,IS_TYPE_OF,
243,156,IS_TYPE_OF,
112,105,IS_TYPE_OF,
112,172,IS_TYPE_OF,
241,237,IS_TYPE_OF,
241,43,RELATED_TO,
241,38,RELATED_TO,
241,2,RELATED_TO,
241,33,RELATED_TO,
241,29,RELATED_TO,
241,239,RELATED_TO,
241,24,RELATED_TO,
241,6,RELATED_TO,
15,105,IS_TYPE_OF,
15,172,IS_TYPE_OF,
15,224,IS_TYPE_OF,
15,114,IS_TYPE_OF,
149,180,IS_TYPE_OF,
108,105,IS_TYPE_OF,
108,81,IS_TYPE_OF,
191,101,IS_TYPE_OF,
133,132,IS_TYPE_OF,
80,139,IS_TYPE_OF,
88,139,IS_TYPE_OF,
239,237,IS_TYPE_OF,
243,237,IS_TYPE_OF,
238,237,IS_TYPE_OF,
229,228,IS_TYPE_OF,
187,186,IS_TYPE_OF,
187,129,IS_TYPE_OF,
167,225,IS_TYPE_OF,
54,225,IS_TYPE_OF,
204,105,IS_TYPE_OF,
113,105,IS_TYPE_OF,
43,38,RELATED_TO,
43,2,RELATED_TO,
43,33,RELATED_TO,
43,29,RELATED_TO,
43,239,RELATED_TO,
43,24,RELATED_TO,
43,6,RELATED_TO,
194,77,IS_TYPE_OF,
210,105,IS_TYPE_OF,
115,105,IS_TYPE_OF,
111,105,IS_TYPE_OF,
114,105,IS_TYPE_OF,
64,63,IS_TYPE_OF,
104,158,IS_TYPE_OF,
82,172,IS_TYPE_OF,
82,81,IS_TYPE_OF,
178,165,IS_TYPE_OF,
214,181,IS_TYPE_OF,
170,169,IS_TYPE_OF,
199,169,IS_TYPE_OF,
59,172,IS_TYPE_OF,
118,117,IS_TYPE_OF,
155,158,IS_TYPE_OF,
130,129,IS_TYPE_OF,
167,165,IS_TYPE_OF,
38,2,RELATED_TO,
38,33,RELATED_TO,
38,29,RELATED_TO,
38,239,RELATED_TO,
38,24,RELATED_TO,
38,6,RELATED_TO,
2,33,RELATED_TO,
2,29,RELATED_TO,
2,1,IS_TYPE_OF,
2,239,RELATED_TO,
2,24,RELATED_TO,
2,6,RELATED_TO,
115,81,IS_TYPE_OF,
115,114,IS_TYPE_OF,
151,172,IS_TYPE_OF,
231,172,IS_TYPE_OF,
141,172,IS_TYPE_OF,
102,158,IS_TYPE_OF,
33,29,RELATED_TO,
33,239,RELATED_TO,
33,24,RELATED_TO,
33,6,RELATED_TO,
236,235,IS_TYPE_OF,
151,224,IS_TYPE_OF,
29,239,RELATED_TO,
29,24,RELATED_TO,
29,6,RELATED_TO,
18,1,IS_TYPE_OF,
239,24,RELATED_TO,
239,6,RELATED_TO,
239,238,RELATED_TO,
239,28,RELATES_TO,
24,6,RELATED_TO,
54,52,IS_TYPE_OF,
120,129,IS_TYPE_OF,
198,129,IS_TYPE_OF,
162,129,IS_TYPE_OF,
183,182,IS_TYPE_OF,
