:START_ID,:END_ID,:TYPE,chunk
152,433,水位上涨,31
495,122,被破,31
495,308,向,31
409,449,洪水超过,31
175,278,包含,31
278,159,滞洪,31
278,359,缓洪,31
278,411,减轻,31
408,174,位于,32
174,278,连接,32
278,408,缓洪,32
159,408,滞洪,32
334,278,分洪,32
203,334,控制,32
412,334,控制,32
394,194,引水,32
325,365,引至,32
325,513,引至,32
325,233,引至,32
416,97,水位为,34
216,416,引水,34
236,470,发生,34
153,236,滞洪,34
154,21,水位为,34
154,412,上涨,34
412,363,威胁,34
313,470,遭遇,34
313,283,防守,34
125,93,水位为,35
125,250,上涨,34
197,125,扒开,34
355,221,分洪,34
221,173,分洪,34
173,254,入海,34
254,338,入海,34
122,360,调度运用,40
122,224,调度运用,40
122,426,调度运用,40
122,287,调度运用,40
122,341,调度运用,40
122,501,调度运用,40
278,360,调度运用,35
278,224,调度运用,35
419,501,提出意见,35
419,424,同意,35
419,423,决定,35
419,501,组织实施,35
125,250,威胁,35
197,196,扒开,35
355,221,利用,35
221,173,分洪后,35
221,254,分洪后,35
221,338,分洪后,35
338,150,入海,35
122,290,调度运用,36
122,342,调度运用,36
122,502,调度运用,36
414,501,分洪,36
414,424,分洪,36
414,423,分洪,36
153,146,运用,36
388,146,分洪,36
122,289,调度运用,37
388,146,分洪运用,37
234,424,分洪,37
234,426,分洪,37
234,360,分洪,37
398,329,分洪,37
398,327,分洪,37
398,224,分洪,37
417,343,分洪,37
417,329,分洪,37
417,327,分洪,37
417,224,分洪,37
417,341,分洪,37
417,144,分洪,37
122,360,位于,38
308,360,位于,38
463,360,位于,38
360,461,提出意见,38
360,224,报,38
426,224,根据,38
426,461,下达指令,38
289,461,负责实施,38
341,461,负责实施,38
502,461,负责实施,38
398,329,由,38
329,160,提出意见,38
327,299,同意,38
327,224,报,38
422,160,实施,38
418,343,由,38
343,329,商,38
343,160,提出意见,38
341,144,组织,38
318,422,由,38
314,422,由,38
422,459,提出调度意见,38
422,424,报,38
422,459,负责实施,38
157,282,由,38
282,462,同级水利部门,38
157,118,报,38
503,422,由,38
422,503,组织实施,38
346,503,组织实施,38
360,123,提出意见,39
360,225,报,39
426,225,根据,39
426,288,下达指令,39
422,503,负责,39
424,503,备案,39
425,132,负责巡测,39
134,455,包含,39
198,384,位于,40
386,384,位于,40
199,384,位于,40
385,384,位于,40
258,255,位于,40
373,255,位于,40
382,255,位于,40
253,255,位于,40
374,234,位于,40
414,234,位于,40
466,234,位于,40
122,234,位于,40
408,234,位于,40
192,234,位于,40
180,169,位于,40
504,169,位于,40
387,169,位于,40
340,169,位于,40
293,169,位于,40
475,169,位于,40
444,169,位于,40
147,198,监测站,40
445,386,监测站,40
296,199,监测站,40
402,385,监测站,40
275,258,监测站,40
441,373,监测站,40
170,382,监测站,40
393,253,监测站,40
428,253,监测站,40
181,374,监测站,40
184,414,监测站,40
397,466,监测站,40
430,122,监测站,40
129,408,监测站,40
179,192,监测站,40
222,334,监测站,40
227,180,监测站,40
226,504,监测站,40
213,387,监测站,40
116,340,监测站,40
246,293,监测站,40
274,475,监测站,40
275,444,监测站,40
436,380,监测站,40
147,81,警戒水位,40
147,512,基准,40
445,91,警戒水位,40
445,512,基准,40
296,76,警戒水位,40
296,77,警戒水位,40
296,512,基准,40
402,22,警戒水位,40
402,512,基准,40
275,61,警戒水位,40
275,85,警戒水位,40
275,232,基准,40
436,55,警戒水位,40
436,232,基准,40
454,383,控制依据,40
454,228,控制依据,40
280,278,西至,
192,180,连接,
192,180,流经,
192,155,连接,
192,278,流经,
328,241,参与,
240,180,包含,
240,373,包含,
328,180,审核批准,
180,227,监测站,
198,240,位于,
296,240,监测站,
328,242,审核,
296,392,监测站点,
198,392,连接,
402,26,相关水位,
240,485,包含,
392,485,参加泄洪,
240,330,涉及,
268,267,位于,
268,138,属于,
192,179,流经,
192,303,属于,
192,250,连接,
196,256,汇流于,
196,197,连接,
123,463,涉及,
116,169,位于,
240,135,流经_VIA_水库,
323,345,属于_VIA_大清河流域,
323,332,属于_VIA_大清河流域,
323,115,属于_VIA_大清河流域,
323,133,属于_VIA_大清河流域,
323,451,属于_VIA_大清河流域,
201,345,属于_VIA_大清河流域,
201,332,属于_VIA_大清河流域,
201,115,属于_VIA_大清河流域,
201,133,属于_VIA_大清河流域,
201,451,属于_VIA_大清河流域,
395,345,属于_VIA_大清河流域,
395,332,属于_VIA_大清河流域,
395,115,属于_VIA_大清河流域,
395,133,属于_VIA_大清河流域,
395,451,属于_VIA_大清河流域,
452,345,属于_VIA_大清河流域,
452,332,属于_VIA_大清河流域,
452,115,属于_VIA_大清河流域,
452,133,属于_VIA_大清河流域,
452,451,属于_VIA_大清河流域,
514,345,属于_VIA_大清河流域,
514,332,属于_VIA_大清河流域,
514,115,属于_VIA_大清河流域,
514,133,属于_VIA_大清河流域,
514,451,属于_VIA_大清河流域,
265,345,属于_VIA_大清河流域,
265,332,属于_VIA_大清河流域,
265,115,属于_VIA_大清河流域,
265,133,属于_VIA_大清河流域,
265,451,属于_VIA_大清河流域,
388,105,流经_VIA_白洋淀,
388,312,流经_VIA_白洋淀,
388,219,流经_VIA_白洋淀,
388,7,流经_VIA_白洋淀,
388,423,流经_VIA_白洋淀,
388,97,流经_VIA_白洋淀,
388,434,流经_VIA_白洋淀,
388,379,流经_VIA_白洋淀,
388,131,流经_VIA_白洋淀,
388,163,流经_VIA_白洋淀,
388,110,流经_VIA_白洋淀,
388,72,流经_VIA_白洋淀,
388,404,流经_VIA_白洋淀,
388,234,流经_VIA_白洋淀,
388,2,流经_VIA_白洋淀,
388,376,流经_VIA_白洋淀,
388,130,流经_VIA_白洋淀,
388,361,流经_VIA_白洋淀,
388,375,流经_VIA_白洋淀,
388,496,流经_VIA_白洋淀,
388,424,流经_VIA_白洋淀,
388,36,流经_VIA_白洋淀,
388,458,流经_VIA_白洋淀,
388,501,流经_VIA_白洋淀,
388,187,流经_VIA_白洋淀,
388,230,流经_VIA_白洋淀,
388,90,流经_VIA_白洋淀,
388,482,流经_VIA_白洋淀,
388,243,流经_VIA_白洋淀,
388,42,流经_VIA_白洋淀,
408,360,位于_VIA_大清河,
408,424,位于_VIA_大清河,
408,122,位于_VIA_大清河,
408,426,位于_VIA_大清河,
408,65,连接_VIA_新盖房溢流堰,
408,278,位于_VIA_北拒马河,
313,11,INDIRECTLY_水位为,
313,65,连接_VIA_新盖房溢流堰,
313,269,防守_VIA_左堤,
313,79,防守_VIA_左堤,
313,306,防守_VIA_左堤,
313,509,防守_VIA_左堤,
313,264,防守_VIA_左堤,
313,268,防守_VIA_左堤,
313,510,防守_VIA_左堤,
313,370,防守_VIA_左堤,
313,40,防守_VIA_左堤,
313,447,防守_VIA_左堤,
313,261,防守_VIA_左堤,
313,45,防守_VIA_左堤,
313,508,防守_VIA_左堤,
313,500,防守_VIA_左堤,
313,310,防守_VIA_左堤,
313,414,连接_VIA_北支洪水,
313,502,连接_VIA_东淀,
313,238,连接_VIA_东淀,
313,360,连接_VIA_东淀,
313,93,连接_VIA_东淀,
313,9,连接_VIA_东淀,
313,341,连接_VIA_东淀,
313,224,连接_VIA_东淀,
313,342,连接_VIA_东淀,
313,426,连接_VIA_东淀,
313,73,连接_VIA_东淀,
313,189,连接_VIA_东淀,
313,364,连接_VIA_东淀,
313,234,连接_VIA_东淀,
313,290,连接_VIA_东淀,
313,124,连接_VIA_东淀,
313,287,连接_VIA_东淀,
313,161,连接_VIA_东淀,
313,501,连接_VIA_东淀,
313,289,连接_VIA_东淀,
313,90,连接_VIA_东淀,
313,482,连接_VIA_东淀,
313,121,连接_VIA_东淀,
466,102,INDIRECTLY_保证水位为,
466,360,位于_VIA_大清河,
466,424,位于_VIA_大清河,
466,122,位于_VIA_大清河,
466,426,位于_VIA_大清河,
192,360,位于_VIA_大清河,
192,424,位于_VIA_大清河,
192,122,位于_VIA_大清河,
192,426,位于_VIA_大清河,
192,407,连接_VIA_新盖房枢纽,
192,372,连接_VIA_新盖房枢纽,
192,435,连接_VIA_新盖房枢纽,
192,482,连接_VIA_新盖房枢纽,
192,88,连接_VIA_新盖房枢纽,
192,164,连接_VIA_新盖房枢纽,
192,422,连接_VIA_新盖房枢纽,
339,33,流经_VIA_京广铁路桥,
318,503,由_VIA_省大清河河务管理处,
318,459,由_VIA_省大清河河务管理处,
318,424,由_VIA_省大清河河务管理处,
318,160,由_VIA_省大清河河务管理处,
314,74,包含_VIA_溢流堰,
314,16,包含_VIA_溢流堰,
314,16,包含_VIA_分洪闸,
314,5,包含_VIA_分洪闸,
314,14,包含_VIA_分洪闸,
314,503,由_VIA_省大清河河务管理处,
314,459,由_VIA_省大清河河务管理处,
314,424,由_VIA_省大清河河务管理处,
314,160,由_VIA_省大清河河务管理处,
278,225,调度运用_VIA_海河防总,
278,123,调度运用_VIA_海河防总,
278,461,调度运用_VIA_海河防总,
278,153,南至_VIA_小营横堤,
278,329,地跨_VIA_河北省,
278,160,地跨_VIA_河北省,
278,334,南至_VIA_古城小捻,
278,239,缓洪_VIA_白沟河,
278,129,缓洪_VIA_白沟河,
278,112,缓洪_VIA_白沟河,
278,33,缓洪_VIA_白沟河,
278,113,缓洪_VIA_白沟河,
278,234,缓洪_VIA_白沟河,
278,315,缓洪_VIA_白沟河,
278,114,缓洪_VIA_白沟河,
278,174,缓洪_VIA_白沟河,
278,67,缓洪_VIA_白沟河,
278,82,缓洪_VIA_白沟河,
278,136,缓洪_VIA_白沟河,
278,41,缓洪_VIA_白沟河,
278,111,缓洪_VIA_白沟河,
153,470,滞洪_VIA_大清河北支,
414,480,连接_VIA_新安北堤,
414,360,位于_VIA_大清河,
414,122,位于_VIA_大清河,
414,426,位于_VIA_大清河,
414,503,分洪_VIA_省水利厅,
414,302,连接_VIA_千里堤,
122,480,调度运用_VIA_雄安新区防指,
122,461,调度运用_VIA_雄安新区防指,
122,112,汇入_VIA_大清河南支,
122,113,汇入_VIA_大清河南支,
122,414,汇入_VIA_大清河南支,
122,114,汇入_VIA_大清河南支,
122,431,汇入_VIA_大清河南支,
122,43,汇入_VIA_大清河南支,
122,225,调度运用_VIA_海河防总,
122,123,调度运用_VIA_海河防总,
122,461,调度运用_VIA_海河防总,
122,144,调度运用_VIA_沧州市,
122,461,调度运用_VIA_沧州市,
122,288,调度运用_VIA_省防指,
122,225,调度运用_VIA_省防指,
122,461,调度运用_VIA_省防指,
122,424,位于_VIA_大清河,
122,235,调度运用_VIA_廊坊市,
122,358,调度运用_VIA_廊坊市,
122,461,调度运用_VIA_廊坊市,
221,150,分洪后_VIA_沙井子行洪道,
308,225,位于_VIA_海河防总,
308,224,位于_VIA_海河防总,
308,123,位于_VIA_海河防总,
308,461,位于_VIA_海河防总,
308,302,位于_VIA_千里堤,
463,351,调度_VIA_文安洼,
463,69,调度_VIA_文安洼,
463,188,调度_VIA_文安洼,
463,437,调度_VIA_文安洼,
463,366,调度_VIA_文安洼,
463,18,调度_VIA_文安洼,
463,149,调度_VIA_文安洼,
463,245,调度_VIA_文安洼,
463,187,调度_VIA_文安洼,
463,438,调度_VIA_文安洼,
463,257,调度_VIA_文安洼,
463,352,调度_VIA_文安洼,
463,225,位于_VIA_海河防总,
463,224,位于_VIA_海河防总,
463,123,位于_VIA_海河防总,
463,461,位于_VIA_海河防总,
453,218,泄洪_VIA_清水河,
491,336,扩大分洪范围_VIA_分洪,
319,348,由...组成_VIA_25孔闸,
319,23,由...组成_VIA_25孔闸,
319,75,由...组成_VIA_赵北口溢流堰,
319,371,由...组成_VIA_赵北口溢流堰,
319,80,由...组成_VIA_4孔闸,
319,347,由...组成_VIA_4孔闸,
398,87,调度_VIA_文安洼,
398,351,调度_VIA_文安洼,
398,69,调度_VIA_文安洼,
398,360,调度_VIA_文安洼,
398,41,调度_VIA_文安洼,
398,188,调度_VIA_文安洼,
398,437,调度_VIA_文安洼,
398,300,调度_VIA_文安洼,
398,366,调度_VIA_文安洼,
398,161,调度_VIA_文安洼,
398,18,调度_VIA_文安洼,
398,149,调度_VIA_文安洼,
398,245,调度_VIA_文安洼,
398,187,调度_VIA_文安洼,
398,90,调度_VIA_文安洼,
398,438,调度_VIA_文安洼,
398,482,调度_VIA_文安洼,
398,257,调度_VIA_文安洼,
398,352,调度_VIA_文安洼,
398,457,调度_VIA_文安洼,
398,160,由_VIA_水利部海委,
398,299,分洪_VIA_水利部,
155,239,由_VIA_白沟河,
155,129,由_VIA_白沟河,
155,112,由_VIA_白沟河,
155,33,由_VIA_白沟河,
155,113,由_VIA_白沟河,
155,234,由_VIA_白沟河,
155,315,由_VIA_白沟河,
155,114,由_VIA_白沟河,
155,174,由_VIA_白沟河,
155,67,由_VIA_白沟河,
155,457,由_VIA_白沟河,
155,82,由_VIA_白沟河,
155,136,由_VIA_白沟河,
155,41,由_VIA_白沟河,
155,111,由_VIA_白沟河,
155,239,由_VIA_南拒马河,
155,267,由_VIA_南拒马河,
155,112,由_VIA_南拒马河,
155,33,由_VIA_南拒马河,
155,456,由_VIA_南拒马河,
155,113,由_VIA_南拒马河,
155,507,由_VIA_南拒马河,
155,473,由_VIA_南拒马河,
155,271,由_VIA_南拒马河,
155,179,由_VIA_南拒马河,
155,234,由_VIA_南拒马河,
155,314,由_VIA_南拒马河,
155,114,由_VIA_南拒马河,
155,457,由_VIA_南拒马河,
155,82,由_VIA_南拒马河,
155,70,由_VIA_南拒马河,
155,41,由_VIA_南拒马河,
155,111,由_VIA_南拒马河,
238,105,位于_VIA_白洋淀,
238,312,位于_VIA_白洋淀,
238,219,位于_VIA_白洋淀,
238,7,位于_VIA_白洋淀,
238,423,位于_VIA_白洋淀,
238,97,位于_VIA_白洋淀,
238,434,位于_VIA_白洋淀,
238,379,位于_VIA_白洋淀,
238,131,位于_VIA_白洋淀,
238,163,位于_VIA_白洋淀,
238,110,位于_VIA_白洋淀,
238,72,位于_VIA_白洋淀,
238,404,位于_VIA_白洋淀,
238,234,INDIRECTLY_位于,
238,2,位于_VIA_白洋淀,
238,376,位于_VIA_白洋淀,
238,130,位于_VIA_白洋淀,
238,361,位于_VIA_白洋淀,
238,375,位于_VIA_白洋淀,
238,496,位于_VIA_白洋淀,
238,424,位于_VIA_白洋淀,
238,36,位于_VIA_白洋淀,
238,458,位于_VIA_白洋淀,
238,501,位于_VIA_白洋淀,
238,187,位于_VIA_白洋淀,
238,230,位于_VIA_白洋淀,
238,90,位于_VIA_白洋淀,
238,482,位于_VIA_白洋淀,
238,243,位于_VIA_白洋淀,
238,457,位于_VIA_白洋淀,
238,42,位于_VIA_白洋淀,
238,93,流经_VIA_第六堡,
330,200,仍上涨_VIA_牛角洼开卡段,
181,234,监测站_VIA_滏龙河,
187,190,确保安全_VIA_扒口分洪,
467,347,用于分洪_VIA_枣林庄泄洪闸,
417,87,分洪至_VIA_文安洼,
417,351,分洪至_VIA_文安洼,
417,69,分洪至_VIA_文安洼,
417,360,分洪至_VIA_文安洼,
417,41,分洪至_VIA_文安洼,
417,188,分洪至_VIA_文安洼,
417,437,分洪至_VIA_文安洼,
417,300,分洪至_VIA_文安洼,
417,366,分洪至_VIA_文安洼,
417,161,分洪至_VIA_文安洼,
417,18,分洪至_VIA_文安洼,
417,149,分洪至_VIA_文安洼,
417,245,分洪至_VIA_文安洼,
417,187,分洪至_VIA_文安洼,
417,90,分洪至_VIA_文安洼,
417,438,分洪至_VIA_文安洼,
417,482,分洪至_VIA_文安洼,
417,257,分洪至_VIA_文安洼,
417,352,分洪至_VIA_文安洼,
417,457,分洪至_VIA_文安洼,
417,461,分洪_VIA_沧州市,
417,299,分洪_VIA_水利部,
417,160,分洪_VIA_河北省,
417,160,分洪_VIA_水利部海委,
251,206,导致_VIA_向兰沟洼分洪,
285,236,分洪_VIA_兰沟洼,
285,457,分洪_VIA_兰沟洼,
285,146,分洪_VIA_兰沟洼,
285,482,分洪_VIA_兰沟洼,
208,236,分洪_VIA_兰沟洼,
208,457,分洪_VIA_兰沟洼,
208,146,分洪_VIA_兰沟洼,
208,482,分洪_VIA_兰沟洼,
205,236,分洪_VIA_兰沟洼,
205,457,分洪_VIA_兰沟洼,
205,146,分洪_VIA_兰沟洼,
205,482,分洪_VIA_兰沟洼,
207,236,分洪_VIA_兰沟洼,
207,457,分洪_VIA_兰沟洼,
207,146,分洪_VIA_兰沟洼,
207,482,分洪_VIA_兰沟洼,
279,236,分洪_VIA_兰沟洼,
279,457,分洪_VIA_兰沟洼,
279,146,分洪_VIA_兰沟洼,
279,482,分洪_VIA_兰沟洼,
326,17,超过_VIA_牛角洼上下游开卡段堤防,
326,104,超过_VIA_牛角洼上下游开卡段堤防,
177,105,不分洪入_VIA_白洋淀,
177,312,不分洪入_VIA_白洋淀,
177,219,不分洪入_VIA_白洋淀,
177,7,不分洪入_VIA_白洋淀,
177,423,不分洪入_VIA_白洋淀,
177,97,不分洪入_VIA_白洋淀,
177,434,不分洪入_VIA_白洋淀,
177,379,不分洪入_VIA_白洋淀,
177,131,不分洪入_VIA_白洋淀,
