:START_ID,:END_ID,:TYPE,relation
251,201,位于_VIA_子牙河,位于 via 子牙河
159,37,由_VIA_国家防总决定,由 via 国家防总决定
159,13,由_VIA_国家防总决定,由 via 国家防总决定
159,11,由_VIA_国家防总决定,由 via 国家防总决定
159,15,由_VIA_国家防总决定,由 via 国家防总决定
159,16,由_VIA_国家防总决定,由 via 国家防总决定
159,262,由_VIA_国家防总决定,由 via 国家防总决定
159,90,流经_VIA_海口挡潮闸上,流经 via 海口挡潮闸上
159,263,流经_VIA_海口挡潮闸上,流经 via 海口挡潮闸上
159,243,INDIRECTLY_流经,indirectly 流经
159,133,INDIRECTLY_流经,indirectly 流经
159,241,INDIRECTLY_流经,indirectly 流经
125,134,发生于_VIA_白洋淀,发生于 via 白洋淀
125,73,发生于_VIA_白洋淀,发生于 via 白洋淀
125,26,发生于_VIA_白洋淀,发生于 via 白洋淀
125,57,发生于_VIA_白洋淀,发生于 via 白洋淀
125,114,发生于_VIA_白洋淀,发生于 via 白洋淀
125,235,发生于_VIA_白洋淀,发生于 via 白洋淀
125,172,发生于_VIA_白洋淀,发生于 via 白洋淀
125,226,发生于_VIA_白洋淀,发生于 via 白洋淀
125,135,发生于_VIA_白洋淀,发生于 via 白洋淀
125,231,发生于_VIA_白洋淀,发生于 via 白洋淀
125,18,发生于_VIA_白洋淀,发生于 via 白洋淀
125,28,发生于_VIA_白洋淀,发生于 via 白洋淀
125,87,发生于_VIA_白洋淀,发生于 via 白洋淀
125,89,发生于_VIA_白洋淀,发生于 via 白洋淀
125,227,发生于_VIA_白洋淀,发生于 via 白洋淀
125,185,发生于_VIA_白洋淀,发生于 via 白洋淀
125,74,发生于_VIA_白洋淀,发生于 via 白洋淀
125,113,发生于_VIA_白洋淀,发生于 via 白洋淀
125,259,发生于_VIA_白洋淀,发生于 via 白洋淀
125,37,报_VIA_国家防总决定,报 via 国家防总决定
125,13,报_VIA_国家防总决定,报 via 国家防总决定
125,11,报_VIA_国家防总决定,报 via 国家防总决定
125,15,报_VIA_国家防总决定,报 via 国家防总决定
125,16,报_VIA_国家防总决定,报 via 国家防总决定
125,262,报_VIA_国家防总决定,报 via 国家防总决定
235,202,INDIRECTLY_位于,indirectly 位于
235,253,INDIRECTLY_位于,indirectly 位于
235,220,INDIRECTLY_位于,indirectly 位于
235,69,INDIRECTLY_位于,indirectly 位于
115,153,INDIRECTLY_位于,indirectly 位于
115,263,达到_VIA_24_10,达到 via 24.10
134,158,INDIRECTLY_位于,indirectly 位于
263,134,INDIRECTLY_位于,indirectly 位于
263,73,位于_VIA_白洋淀,位于 via 白洋淀
263,26,位于_VIA_白洋淀,位于 via 白洋淀
263,57,位于_VIA_白洋淀,位于 via 白洋淀
263,114,位于_VIA_白洋淀,位于 via 白洋淀
263,235,INDIRECTLY_位于,indirectly 位于
263,172,位于_VIA_白洋淀,位于 via 白洋淀
263,197,位于_VIA_白洋淀,位于 via 白洋淀
263,226,位于_VIA_白洋淀,位于 via 白洋淀
263,135,位于_VIA_白洋淀,位于 via 白洋淀
263,231,位于_VIA_白洋淀,位于 via 白洋淀
263,18,位于_VIA_白洋淀,位于 via 白洋淀
263,28,位于_VIA_白洋淀,位于 via 白洋淀
263,87,位于_VIA_白洋淀,位于 via 白洋淀
263,89,位于_VIA_白洋淀,位于 via 白洋淀
263,227,位于_VIA_白洋淀,位于 via 白洋淀
263,185,位于_VIA_白洋淀,位于 via 白洋淀
263,74,位于_VIA_白洋淀,位于 via 白洋淀
263,153,位于_VIA_白洋淀,位于 via 白洋淀
263,113,位于_VIA_白洋淀,位于 via 白洋淀
263,259,位于_VIA_白洋淀,位于 via 白洋淀
263,152,位于_VIA_永定河,位于 via 永定河
263,95,位于_VIA_永定河,位于 via 永定河
263,54,位于_VIA_永定河,位于 via 永定河
263,141,位于_VIA_永定河,位于 via 永定河
263,94,位于_VIA_永定河,位于 via 永定河
263,168,位于_VIA_永定河,位于 via 永定河
263,23,位于_VIA_北三河,位于 via 北三河
263,132,位于_VIA_北三河,位于 via 北三河
263,19,位于_VIA_北三河,位于 via 北三河
263,157,位于_VIA_北三河,位于 via 北三河
263,167,位于_VIA_蓟运河,位于 via 蓟运河
263,129,位于_VIA_滹沱河,位于 via 滹沱河
263,75,位于_VIA_大清河,位于 via 大清河
263,29,位于_VIA_大清河,位于 via 大清河
263,66,位于_VIA_大清河,位于 via 大清河
263,153,位于_VIA_大清河,位于 via 大清河
263,230,位于_VIA_大清河,位于 via 大清河
263,79,位于_VIA_大清河,位于 via 大清河
263,3,位于_VIA_大清河,位于 via 大清河
263,228,位于_VIA_大清河,位于 via 大清河
263,84,位于_VIA_大清河,位于 via 大清河
263,196,位于_VIA_大清河,位于 via 大清河
263,52,位于_VIA_大清河,位于 via 大清河
263,212,位于_VIA_子牙河,位于 via 子牙河
263,185,位于_VIA_子牙河,位于 via 子牙河
263,233,位于_VIA_子牙河,位于 via 子牙河
263,201,位于_VIA_子牙河,位于 via 子牙河
263,162,位于_VIA_引沟入潮,位于 via 引沟入潮
263,107,位于_VIA_沟河,位于 via 沟河
263,21,位于_VIA_青龙湾减河,位于 via 青龙湾减河
263,156,位于_VIA_青龙湾减河,位于 via 青龙湾减河
263,20,位于_VIA_青龙湾减河,位于 via 青龙湾减河
263,131,位于_VIA_南拒马河,位于 via 南拒马河
263,166,位于_VIA_还乡河,位于 via 还乡河
263,217,位于_VIA_潮白河,位于 via 潮白河
263,144,位于_VIA_潮白河,位于 via 潮白河
263,37,位于_VIA_潮白河,位于 via 潮白河
263,49,位于_VIA_潮白河,位于 via 潮白河
263,243,位于_VIA_滏阳新河,位于 via 滏阳新河
263,133,位于_VIA_滏阳新河,位于 via 滏阳新河
263,241,位于_VIA_滏阳新河,位于 via 滏阳新河
200,56,流经_VIA_艾辛庄节制闸,流经 via 艾辛庄节制闸
200,263,流经_VIA_艾辛庄节制闸,流经 via 艾辛庄节制闸
200,71,流经_VIA_艾辛庄节制闸,流经 via 艾辛庄节制闸
200,27,流经_VIA_艾辛庄节制闸,流经 via 艾辛庄节制闸
200,70,流经_VIA_北郭村,流经 via 北郭村
203,263,流经_VIA_北中山,流经 via 北中山
203,77,流经_VIA_北中山,流经 via 北中山
164,263,流经_VIA_献县枢纽闸上,流经 via 献县枢纽闸上
164,33,流经_VIA_献县枢纽闸上,流经 via 献县枢纽闸上
164,32,流经_VIA_献县枢纽闸上,流经 via 献县枢纽闸上
164,109,INDIRECTLY_流经,indirectly 流经
164,30,流经_VIA_献县枢纽闸上,流经 via 献县枢纽闸上
158,238,位于_VIA_滦河,位于 via 滦河
158,214,位于_VIA_赵王新河,位于 via 赵王新河
158,182,位于_VIA_赵王新河,位于 via 赵王新河
158,115,位于_VIA_白沟河,位于 via 白沟河
158,120,INDIRECTLY_位于,indirectly 位于
253,173,流经_VIA_王村分洪闸,流经 via 王村分洪闸
253,101,流经_VIA_王村分洪闸,流经 via 王村分洪闸
253,22,流经_VIA_王村分洪闸,流经 via 王村分洪闸
253,188,流经_VIA_王村分洪闸,流经 via 王村分洪闸
253,153,流经_VIA_王村分洪闸,流经 via 王村分洪闸
253,97,流经_VIA_王村分洪闸,流经 via 王村分洪闸
253,6,流经_VIA_王村分洪闸,流经 via 王村分洪闸
253,99,流经_VIA_王村分洪闸,流经 via 王村分洪闸
253,249,流经_VIA_王村分洪闸,流经 via 王村分洪闸
253,187,流经_VIA_王村分洪闸,流经 via 王村分洪闸
253,169,流经_VIA_王村分洪闸,流经 via 王村分洪闸
253,252,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,240,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,83,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,9,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,78,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,7,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,81,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,127,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,225,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,236,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,76,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,219,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,60,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,224,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,187,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,55,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,199,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,34,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
253,86,流经_VIA_新盖房枢纽,流经 via 新盖房枢纽
220,63,流经_VIA_东茨村,流经 via 东茨村
220,48,流经_VIA_东茨村,流经 via 东茨村
220,47,流经_VIA_东茨村,流经 via 东茨村
204,248,包含_VIA_漳河,包含 via 漳河
204,264,包含_VIA_卫河,包含 via 卫河
204,121,包含_VIA_卫河,包含 via 卫河
204,175,包含_VIA_卫河,包含 via 卫河
143,263,INDIRECTLY_位于,indirectly 位于
143,80,包含_VIA_南陶,包含 via 南陶
143,263,包含_VIA_南陶,包含 via 南陶
205,153,流经_VIA_袁桥闸,流经 via 袁桥闸
205,50,流经_VIA_袁桥闸,流经 via 袁桥闸
205,44,位于_VIA_王营盘,位于 via 王营盘
205,153,流经_VIA_吴桥闸,流经 via 吴桥闸
205,47,流经_VIA_吴桥闸,流经 via 吴桥闸
140,12,位于_VIA_黄海,位于 via 黄海
140,222,INDIRECTLY_位于,indirectly 位于
140,189,INDIRECTLY_位于,indirectly 位于
140,128,INDIRECTLY_位于,indirectly 位于
140,247,INDIRECTLY_位于,indirectly 位于
140,203,INDIRECTLY_位于,indirectly 位于
140,159,INDIRECTLY_位于,indirectly 位于
140,164,INDIRECTLY_位于,indirectly 位于
140,174,INDIRECTLY_位于,indirectly 位于
140,8,位于_VIA_黄海,位于 via 黄海
140,190,INDIRECTLY_位于,indirectly 位于
140,261,INDIRECTLY_位于,indirectly 位于
140,138,INDIRECTLY_位于,indirectly 位于
140,255,INDIRECTLY_位于,indirectly 位于
140,207,INDIRECTLY_位于,indirectly 位于
140,200,INDIRECTLY_位于,indirectly 位于
117,12,位于_VIA_黄海,位于 via 黄海
117,222,INDIRECTLY_位于,indirectly 位于
117,189,INDIRECTLY_位于,indirectly 位于
117,128,INDIRECTLY_位于,indirectly 位于
117,247,INDIRECTLY_位于,indirectly 位于
117,203,INDIRECTLY_位于,indirectly 位于
117,159,INDIRECTLY_位于,indirectly 位于
117,164,INDIRECTLY_位于,indirectly 位于
117,174,INDIRECTLY_位于,indirectly 位于
117,8,位于_VIA_黄海,位于 via 黄海
117,190,INDIRECTLY_位于,indirectly 位于
117,261,INDIRECTLY_位于,indirectly 位于
117,138,INDIRECTLY_位于,indirectly 位于
117,255,INDIRECTLY_位于,indirectly 位于
117,207,INDIRECTLY_位于,indirectly 位于
117,200,INDIRECTLY_位于,indirectly 位于
150,37,位于_VIA_国家防总决定,位于 via 国家防总决定
150,13,位于_VIA_国家防总决定,位于 via 国家防总决定
150,11,位于_VIA_国家防总决定,位于 via 国家防总决定
150,15,位于_VIA_国家防总决定,位于 via 国家防总决定
150,16,位于_VIA_国家防总决定,位于 via 国家防总决定
150,262,位于_VIA_国家防总决定,位于 via 国家防总决定
146,37,位于_VIA_国家防总决定,位于 via 国家防总决定
146,13,位于_VIA_国家防总决定,位于 via 国家防总决定
146,11,位于_VIA_国家防总决定,位于 via 国家防总决定
146,15,位于_VIA_国家防总决定,位于 via 国家防总决定
146,16,位于_VIA_国家防总决定,位于 via 国家防总决定
146,262,位于_VIA_国家防总决定,位于 via 国家防总决定
250,37,位于_VIA_国家防总决定,位于 via 国家防总决定
250,13,位于_VIA_国家防总决定,位于 via 国家防总决定
250,11,位于_VIA_国家防总决定,位于 via 国家防总决定
250,15,位于_VIA_国家防总决定,位于 via 国家防总决定
250,16,位于_VIA_国家防总决定,位于 via 国家防总决定
250,262,位于_VIA_国家防总决定,位于 via 国家防总决定
145,250,属于_VIA_漳卫新河,属于 via 漳卫新河
145,216,属于_VIA_漳卫新河,属于 via 漳卫新河
145,146,属于_VIA_漳卫新河,属于 via 漳卫新河
216,250,位于_VIA_漳卫新河,位于 via 漳卫新河
216,146,位于_VIA_漳卫新河,位于 via 漳卫新河
178,12,位于_VIA_黄海,位于 via 黄海
178,222,INDIRECTLY_位于,indirectly 位于
178,189,INDIRECTLY_位于,indirectly 位于
178,128,INDIRECTLY_位于,indirectly 位于
178,247,INDIRECTLY_位于,indirectly 位于
178,203,INDIRECTLY_位于,indirectly 位于
178,159,INDIRECTLY_位于,indirectly 位于
178,164,INDIRECTLY_位于,indirectly 位于
178,174,INDIRECTLY_位于,indirectly 位于
178,8,位于_VIA_黄海,位于 via 黄海
178,190,INDIRECTLY_位于,indirectly 位于
178,261,INDIRECTLY_位于,indirectly 位于
178,138,INDIRECTLY_位于,indirectly 位于
178,255,INDIRECTLY_位于,indirectly 位于
178,207,INDIRECTLY_位于,indirectly 位于
178,200,INDIRECTLY_位于,indirectly 位于
245,12,位于_VIA_黄海,位于 via 黄海
245,222,INDIRECTLY_位于,indirectly 位于
245,189,INDIRECTLY_位于,indirectly 位于
245,128,INDIRECTLY_位于,indirectly 位于
245,247,INDIRECTLY_位于,indirectly 位于
245,203,INDIRECTLY_位于,indirectly 位于
245,159,INDIRECTLY_位于,indirectly 位于
245,164,INDIRECTLY_位于,indirectly 位于
245,174,INDIRECTLY_位于,indirectly 位于
245,8,位于_VIA_黄海,位于 via 黄海
245,190,INDIRECTLY_位于,indirectly 位于
245,261,INDIRECTLY_位于,indirectly 位于
245,138,INDIRECTLY_位于,indirectly 位于
245,255,INDIRECTLY_位于,indirectly 位于
245,207,INDIRECTLY_位于,indirectly 位于
245,200,INDIRECTLY_位于,indirectly 位于
244,222,用于_VIA_分洪,用于 via 分洪
244,72,用于_VIA_分洪,用于 via 分洪
244,153,用于_VIA_分洪,用于 via 分洪
244,78,用于_VIA_分洪,用于 via 分洪
244,36,用于_VIA_分洪,用于 via 分洪
244,197,用于_VIA_分洪,用于 via 分洪
244,103,用于_VIA_分洪,用于 via 分洪
243,12,位于_VIA_黄海,位于 via 黄海
243,222,INDIRECTLY_位于,indirectly 位于
243,189,INDIRECTLY_位于,indirectly 位于
243,128,INDIRECTLY_位于,indirectly 位于
243,247,INDIRECTLY_位于,indirectly 位于
243,203,INDIRECTLY_位于,indirectly 位于
243,159,INDIRECTLY_位于,indirectly 位于
243,164,INDIRECTLY_位于,indirectly 位于
243,174,INDIRECTLY_位于,indirectly 位于
243,8,位于_VIA_黄海,位于 via 黄海
243,190,INDIRECTLY_位于,indirectly 位于
243,261,INDIRECTLY_位于,indirectly 位于
243,138,INDIRECTLY_位于,indirectly 位于
243,255,INDIRECTLY_位于,indirectly 位于
243,207,INDIRECTLY_位于,indirectly 位于
243,200,INDIRECTLY_位于,indirectly 位于
242,53,流经_VIA_京九铁路,流经 via 京九铁路
242,263,流经_VIA_京九铁路,流经 via 京九铁路
118,12,位于_VIA_黄海,位于 via 黄海
118,222,INDIRECTLY_位于,indirectly 位于
118,189,INDIRECTLY_位于,indirectly 位于
118,128,INDIRECTLY_位于,indirectly 位于
118,247,INDIRECTLY_位于,indirectly 位于
118,203,INDIRECTLY_位于,indirectly 位于
118,159,INDIRECTLY_位于,indirectly 位于
118,164,INDIRECTLY_位于,indirectly 位于
118,174,INDIRECTLY_位于,indirectly 位于
118,8,位于_VIA_黄海,位于 via 黄海
118,190,INDIRECTLY_位于,indirectly 位于
118,261,INDIRECTLY_位于,indirectly 位于
118,138,INDIRECTLY_位于,indirectly 位于
118,255,INDIRECTLY_位于,indirectly 位于
118,207,INDIRECTLY_位于,indirectly 位于
118,200,INDIRECTLY_位于,indirectly 位于
212,12,位于_VIA_黄海,位于 via 黄海
212,222,INDIRECTLY_位于,indirectly 位于
212,189,INDIRECTLY_位于,indirectly 位于
212,128,INDIRECTLY_位于,indirectly 位于
212,247,INDIRECTLY_位于,indirectly 位于
212,203,INDIRECTLY_位于,indirectly 位于
212,159,INDIRECTLY_位于,indirectly 位于
212,164,INDIRECTLY_位于,indirectly 位于
212,174,INDIRECTLY_位于,indirectly 位于
212,8,位于_VIA_黄海,位于 via 黄海
212,190,INDIRECTLY_位于,indirectly 位于
212,261,INDIRECTLY_位于,indirectly 位于
212,138,INDIRECTLY_位于,indirectly 位于
212,255,INDIRECTLY_位于,indirectly 位于
212,207,INDIRECTLY_位于,indirectly 位于
212,200,INDIRECTLY_位于,indirectly 位于
129,12,位于_VIA_黄海,位于 via 黄海
129,222,INDIRECTLY_位于,indirectly 位于
129,189,INDIRECTLY_位于,indirectly 位于
129,128,INDIRECTLY_位于,indirectly 位于
129,247,INDIRECTLY_位于,indirectly 位于
129,203,INDIRECTLY_位于,indirectly 位于
129,159,INDIRECTLY_位于,indirectly 位于
129,164,INDIRECTLY_位于,indirectly 位于
129,174,INDIRECTLY_位于,indirectly 位于
129,8,位于_VIA_黄海,位于 via 黄海
129,190,INDIRECTLY_位于,indirectly 位于
129,261,INDIRECTLY_位于,indirectly 位于
129,138,INDIRECTLY_位于,indirectly 位于
129,255,INDIRECTLY_位于,indirectly 位于
129,207,INDIRECTLY_位于,indirectly 位于
129,200,INDIRECTLY_位于,indirectly 位于
163,12,位于_VIA_黄海,位于 via 黄海
163,222,INDIRECTLY_位于,indirectly 位于
163,189,INDIRECTLY_位于,indirectly 位于
163,128,INDIRECTLY_位于,indirectly 位于
163,247,INDIRECTLY_位于,indirectly 位于
163,203,INDIRECTLY_位于,indirectly 位于
163,159,INDIRECTLY_位于,indirectly 位于
163,164,INDIRECTLY_位于,indirectly 位于
163,174,INDIRECTLY_位于,indirectly 位于
163,8,位于_VIA_黄海,位于 via 黄海
163,190,INDIRECTLY_位于,indirectly 位于
